low_price,high_price,open_price,close_price,volume
3328.43,3328.44,3328.44,3328.44,0.24268063
3328.43,3328.44,3328.44,3328.43,0.09863927
3328.43,3328.44,3328.43,3328.43,0.45355963
3328.4,3328.43,3328.43,3328.4,4.48594489
3322.69,3328.41,3328.41,3322.69,4.33643973
3306.42,3322.68,3322.68,3313.29,5.58359951
3313.29,3313.3,3313.3,3313.3,0.37361653
3313.29,3313.3,3313.29,3313.3,1.75145448
3313.29,3313.3,3313.3,3313.3,0.9966083
3313.29,3313.3,3313.3,3313.29,1.46235219
3313.29,3315.67,3313.29,3315.66,7.98690063
3315.66,3315.67,3315.66,3315.67,0.62833488
3314.05,3315.67,3315.67,3314.05,1.22659761
3310.0,3314.04,3314.04,3310.0,4.29669001
3302.79,3310.01,3310.01,3304.17,21.67601881
3304.16,3304.17,3304.17,3304.17,20.12139446
3304.16,3312.4,3304.17,3312.39,12.68885223
3312.39,3313.55,3312.39,3313.54,0.70704099
3314.05,3317.91,3314.05,3317.91,1.71720498
3317.9,3317.91,3317.91,3317.9,0.47714058
3317.91,3327.21,3317.91,3322.19,3.91958333
3322.19,3326.85,3322.19,3326.84,0.89037834
3324.34,3326.84,3326.84,3325.75,3.82552251
3326.6,3333.56,3326.6,3331.49,6.36360324
3331.52,3334.5,3332.72,3331.52,6.07562506
3331.48,3331.51,3331.51,3331.48,5.95469317
3324.46,3331.49,3331.49,3327.71,2.77229397
3325.0,3327.3,3326.44,3326.73,2.37105197
3326.73,3331.5,3326.74,3331.5,1.82673353
3331.49,3331.5,3331.5,3331.5,1.91240908
3331.49,3331.5,3331.5,3331.5,0.82918016
3331.49,3335.76,3331.5,3335.76,1.39785518
3335.0,3335.83,3335.76,3335.32,1.08849269
3335.31,3335.32,3335.32,3335.32,3.44098556
3335.31,3335.32,3335.32,3335.32,6.13036075
3335.31,3335.32,3335.31,3335.32,0.5439671
3333.01,3335.82,3335.31,3333.02,10.51970406
3333.01,3337.86,3333.02,3337.69,4.28406099
3333.01,3337.86,3333.02,3337.69,4.28406099
3335.6,3337.91,3337.13,3335.62,4.30975131
3331.49,3338.0,3335.61,3336.01,5.25697218
3335.0,3337.08,3336.01,3336.03,5.25444367
3335.0,3336.42,3336.42,3336.42,2.75772336
3336.41,3336.42,3336.42,3336.42,1.18978632
3335.01,3340.49,3336.41,3335.01,6.10005381
3332.94,3335.01,3335.0,3332.95,2.89396664
3332.94,3334.06,3332.95,3332.95,1.84877371
3332.95,3333.62,3332.95,3332.96,2.42926082
3330.01,3334.33,3332.96,3333.66,5.38106697
3330.0,3334.55,3333.48,3331.07,2.73120666
3330.57,3330.85,3330.85,3330.58,2.54092987
3330.57,3330.58,3330.58,3330.58,0.96467905
3330.57,3335.94,3330.58,3335.93,4.40307259
3335.93,3341.91,3335.93,3338.04,2.88049209
3338.03,3341.9,3338.03,3339.75,4.99448475
3339.74,3341.9,3339.75,3341.25,1.74549326
3341.24,3350.01,3341.25,3350.0,15.1577004
3343.87,3349.85,3348.0,3347.3,1.68552969
3340.01,3347.3,3347.3,3340.01,3.79619584
3340.0,3347.29,3340.01,3347.01,6.2663722
3347.0,3349.95,3347.0,3349.85,3.91332204
3346.99,3349.45,3349.44,3348.4,4.27789076
3347.0,3355.13,3347.15,3355.13,6.83225687
3355.13,3358.25,3355.13,3358.21,7.7918359
3345.03,3358.21,3358.2,3347.01,6.97746927
3347.0,3347.01,3347.01,3347.01,4.53530818
3347.0,3352.54,3347.01,3351.45,6.83310322
3351.43,3351.45,3351.45,3351.44,4.15465011
